date,previous_date,retailer_id,retailer_name,ipca_item_id,ipca_code,relative,product_pair_count
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1114001,1114001,1.000000000000,2
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1114022,1114022,1.416840350146,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1114022,1114022,1.000000000000,3
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1114083,1114083,1.075775009432,3
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1114083,1114083,1.000000000000,3
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1114083,1114083,1.000000000000,8
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1114084,1114084,1.017289499943,3
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1114084,1114084,1.000000000000,2
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1114087,1114087,1.065456111942,4
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1114087,1114087,1.060489310472,7
2026-07-13,2026-07-12,st-marche,St Marché,ipca-sp-1114087,1114087,1.000000000000,11
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1114090,1114090,1.000000000000,2
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1115016,1115016,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1115016,1115016,1.000000000000,1
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1115057,1115057,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1115057,1115057,1.000000000000,1
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1115075,1115075,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1115075,1115075,1.000000000000,1
2026-07-13,2026-07-12,carrefour,Carrefour Mercado,ipca-sp-1116005,1116005,1.000000000000,1
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1116005,1116005,1.000000000000,2
2026-07-13,2026-07-12,extra-mercado,Extra Mercado,ipca-sp-1116010,1116010,1.000000000000,1
2026-07-13,2026-07-12,pao-de-acucar,Pão de Açúcar,ipca-sp-1116010,1116010,1.000000000000,1
